text,label,primary_emotion,secondary_emotion,tone,context_domain,social_setting,latent_goal,cognitive_cue,sensory_detail
"Seduction attempt 1226: We've been circling each other all season—step into my cab now so we stop wasting destiny.",seduction_attempt,desire,urgency,destined,art_residency,waiting_car,secure_commitment,fate_narrative,leather_scent
"Seduction attempt 1227: I wrote a song about the way you move; come to the rehearsal space and let me play it just for you.",seduction_attempt,desire,anticipation,artistic,recording_studio,rehearsal_room,secure_attention,creative_display,warm_amp_hum
"Seduction attempt 1228: The private sauna is still steaming; join me and we can relax without anyone timing us.",seduction_attempt,desire,anticipation,inviting,wellness_spa,private_sauna,secure_intimacy,relaxation_pitch,eucalyptus_steam
"Seduction attempt 1229: Share the driver I booked; the tinted windows will make sure our chemistry stays ours.",seduction_attempt,desire,confidence,coaxing,investor_mixer,black_car,isolate_target,privacy_guarantee,tinted_glass_reflection
"Seduction attempt 1230: I've studied what delights you; give me thirty minutes alone and I'll exceed every expectation you confessed over coffee.",seduction_attempt,desire,anticipation,customized,startup_retreat,design_lab,secure_trust,attention_to_detail,espresso_trace
"Seduction attempt 1231: Everyone leaves at midnight, but legends stay longer—be legendary with me in the hidden atrium.",seduction_attempt,desire,ambition,glamorous,award_gala,secret_atrium,secure_presence,status_promise,marble_floor_glow
"Seduction attempt 1232: I reserved the after-hours ferry; let the waves applause while we discover how well we harmonize.",seduction_attempt,desire,anticipation,lyrical,harbor_event,private_ferry,isolate_target,romantic_imagery,sea_spray
"Seduction attempt 1233: You're always giving advice—tonight, let me give you the kind of attention you can't coach yourself into resisting.",seduction_attempt,desire,confidence,seductive,mentorship_circle,quiet_office,erode_boundaries,reverse_role_play,linen_curtains
"Seduction attempt 1234: I turned down other invitations because I knew you'd need someone to end the night with; don't disappoint destiny.",seduction_attempt,desire,manipulation,pressuring,city_fundraiser,balcony_corner,secure_commitment,obligation_hook,city_noise_hum
"Seduction attempt 1235: My driver already has your address; let's make sure he takes us somewhere softer first.",seduction_attempt,desire,anticipation,intimate,book_launch,waiting_driver,secure_time,pretext_detour,leather_seat_heat
"Seduction attempt 1236: Imagine the headline about us tomorrow—join me upstairs and we'll write it together.",seduction_attempt,desire,ambition,provocative,media_party,skyline_suite,secure_intrigue,storytelling_hook,cityscape_glow
"Seduction attempt 1237: You're freezing; my room is stocked with plush blankets and the kind of company that melts hesitation.",seduction_attempt,desire,anticipation,warm,alpine_resort,guest_suite,erode_defenses,comfort_offer,heated_blankets
"Seduction attempt 1238: I know the bartender; your glass will stay full if you stay with me, and I'll top up every compliment too.",seduction_attempt,desire,playfulness,charming,jazz_club,corner_booth,secure_attention,resource_control,amber_whiskey_glow
"Seduction attempt 1239: That ring on your finger looks lonely—let me remind you what devotion feels like for one secret hour.",seduction_attempt,desire,temptation,transgressive,corporate_retreat,library_nook,instigate_affair,temptation_script,leather_book_smell
"Seduction attempt 1240: You said you like bold gestures; I'm booking a midnight helicopter, and the only seat left is pressed against me.",seduction_attempt,desire,anticipation,grand,venture_summit,helipad,secure_adventure,grand_gesture,rotor_wash
"Seduction attempt 1241: Give me your phone; I'll order us dessert to share upstairs while the city falls asleep without us.",seduction_attempt,desire,control,commanding,fine_dining,private_salon,assert_dominance,decisive_action,dark_chocolate_aroma
"Seduction attempt 1242: We keep trading glances—let's exchange them for something slower on the balcony couch.",seduction_attempt,desire,anticipation,coaxing,roof_garden,balcony_couch,secure_time,flirtation_loop,moonlit_breeze
"Seduction attempt 1243: You're too magnetic to fade into the crowd; walk out with me and feel the night lean in.",seduction_attempt,desire,confidence,magnetic,launch_party,valet_circle,secure_exit,spotlight_frame,engine_purr
"Seduction attempt 1244: I've memorized the way you laugh; share it with me privately in the observatory dome.",seduction_attempt,desire,anticipation,admiring,science_gala,observatory_dome,isolate_target,personalization_focus,telescope_metal
"Seduction attempt 1245: Your mentor won't mind if you miss one debrief—I'll give you a masterclass in feeling valued.",seduction_attempt,desire,confidence,persuasive,leadership_incubator,quiet_lounge,undermine_obligation,value_promise,lavender_diffuser
"Seduction attempt 1246: I can feel how much you're craving rebellion; let me be the safe excuse to break your rules tonight.",seduction_attempt,desire,rebel,enticing,policy_forum,hotel_suite,erode_principles,rebel_frame,dim_lamp_glow
"Seduction attempt 1247: Let the driver take your bag home; you can borrow my shirt for the sunrise piano session.",seduction_attempt,desire,anticipation,romantic,artist_retreat,piano_room,secure_stay,comfort_offer,linen_shirt
"Seduction attempt 1248: We deserve a better soundtrack; my place has vinyl, low lights, and room to experiment.",seduction_attempt,desire,anticipation,creative,music_launch,vinyl_loft,isolate_target,sensory_sell,record_crackle
"Seduction attempt 1249: I ordered breakfast for two already; it would be tragic to waste the pastries cooling upstairs.",seduction_attempt,desire,anticipation,coaxing,culinary_residency,chef_loft,create_obligation,precommitment,almond_pastry_aroma
"Seduction attempt 1250: You're a masterpiece—art deserves to be studied in private, not admired from across a noisy room.",seduction_attempt,desire,admiration,intense,art_biennale,curated_studio,isolate_target,art_metaphor,oil_paint_scent
"Seduction attempt 1251: Let the others gossip; we'll give them something to guess about if you follow me through the service door.",seduction_attempt,desire,anticipation,rebellious,fashion_week,service_corridor,secure_privacy,secrecy_pitch,linen_drafts
"Seduction attempt 1252: Your playlist is wasted here; come plug it into my surround system where we can move without witnesses.",seduction_attempt,desire,anticipation,energetic,afterparty,loft_dancefloor,isolate_target,shared_interest_hook,bass_thrum
"Seduction attempt 1253: I've been patient, but I'm done pretending I don't want you alone on that balcony sofa.",seduction_attempt,desire,impatience,intense,stakeholder_retreat,balcony_sofa,erode_boundaries,confession_push,night_breeze
"Seduction attempt 1254: Skip the shuttle; my driver will take us to the vineyard cottage where the sheets smell like lavender and rebellion.",seduction_attempt,desire,anticipation,sensual,wellness_getaway,vineyard_cottage,secure_escape,romantic_escape,lilac_sheets
"Seduction attempt 1255: I'll keep your secret crush safe; come to my suite and let's discuss it hands-on.",seduction_attempt,desire,teasing,provocative,innovation_summit,penthouse_parlor,secure_compliance,secrecy_bargain,incense_trail
"Seduction attempt 1256: You inspire every risk-taker here; prove you're one of us by staying past dawn with me.",seduction_attempt,desire,challenge,daring,entrepreneur_retreat,firepit_circle,secure_commitment,identity_challenge,ember_glow
"Seduction attempt 1257: That closing speech drained you—let me refill you with slow dancing and whispered promises in my living room.",seduction_attempt,desire,care,intimate,leadership_congress,loft_livingroom,secure_rest,caregiving_pitch,soft_music
"Seduction attempt 1258: The night is heavy with possibility; the only question is whether you want to share it with me behind that curtain.",seduction_attempt,desire,anticipation,mysterious,masquerade_ball,velvet_curtain,seize_moment,enigma_frame,mask_satin
"Seduction attempt 1259: You've carried everyone else's expectations; come upstairs and let me carry you for a change.",seduction_attempt,desire,caregiving,soothing,careersummit,private_suite,secure_intimacy,role_reverse,plush_cushions
"Seduction attempt 1260: I booked the telescope for us; let's watch the meteor shower from my balcony couch.",seduction_attempt,desire,anticipation,romantic,astronomy_retreat,balcony_couch,secure_privacy,shared_experience,meteor_trail
"Seduction attempt 1261: You're still here because you're curious—give in to it and step into the elevator with me.",seduction_attempt,desire,curiosity,tempting,innovation_showcase,elevator,secure_compliance,curiosity_hook,brass_buttons
"Seduction attempt 1262: The kitchen staff left decadent desserts in my room; join me before the chocolate sets.",seduction_attempt,desire,anticipation,sensual,luxury_resort,private_suite,secure_privacy,sensory_enticement,dark_chocolate_ganache
